date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:31:36	280/280	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:42%20GMT	https://owlio.dexignzone.com/laravel/demo/images/student/pic2.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/student/pic2.jpg	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:37	3269/3269	---M--	200	added ('OK')	image/jpeg	etag:%22cc5-5bf9894352b80%22	https://owlio.dexignzone.com/laravel/demo/public/images/student/pic2.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/student/pic2.jpg	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:37	280/280	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:43%20GMT	https://owlio.dexignzone.com/laravel/demo/images/student/pic3.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/student/pic3.jpg	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:38	2027/2027	---M--	200	added ('OK')	image/jpeg	etag:%227eb-5bf9894352b80%22	https://owlio.dexignzone.com/laravel/demo/public/images/student/pic3.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/student/pic3.jpg	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:38	280/280	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:44%20GMT	https://owlio.dexignzone.com/laravel/demo/images/student/pic4.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/student/pic4.jpg	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:38	2213/2213	---M--	200	added ('OK')	image/jpeg	etag:%228a5-5bf9894352b80%22	https://owlio.dexignzone.com/laravel/demo/public/images/student/pic4.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/student/pic4.jpg	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:39	280/280	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:45%20GMT	https://owlio.dexignzone.com/laravel/demo/images/student/pic5.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/student/pic5.jpg	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:39	1773/1773	---M--	200	added ('OK')	image/jpeg	etag:%226ed-5bf9894352b80%22	https://owlio.dexignzone.com/laravel/demo/public/images/student/pic5.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/student/pic5.jpg	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:40	301/301	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:46%20GMT	https://owlio.dexignzone.com/laravel/demo/vendor/bootstrap-datetimepicker/js/moment.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/vendor/bootstrap-datetimepicker/js/moment.js	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:41	51654/51654	---M--	200	added ('OK')	application/x-javascript	etag:%22c9c6-5b0205f11d700%22	https://owlio.dexignzone.com/laravel/demo/public/vendor/bootstrap-datetimepicker/js/moment.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/vendor/bootstrap-datetimepicker/js/moment.js	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:41	323/323	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:47%20GMT	https://owlio.dexignzone.com/laravel/demo/vendor/bootstrap-datetimepicker/js/bootstrap-datetimepicker.min.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/vendor/bootstrap-datetimepicker/js/bootstrap-datetimepicker.min.a7.delayed	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:42	289/289	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:48%20GMT	https://owlio.dexignzone.com/laravel/demo/vendor/peity/jquery.peity.min.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/vendor/peity/jquery.peity.min.js	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:42	38268/38268	---M--	200	added ('OK')	application/x-javascript	etag:%22957c-5fd9d3bc4cf80%22	https://owlio.dexignzone.com/laravel/demo/public/vendor/bootstrap-datetimepicker/js/bootstrap-datetimepicker.min.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/vendor/bootstrap-datetimepicker/js/bootstrap-datetimepicker.min.js	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:42	3722/3722	---M--	200	added ('OK')	application/x-javascript	etag:%22e8a-58dd9fd430200%22	https://owlio.dexignzone.com/laravel/demo/public/vendor/peity/jquery.peity.min.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/vendor/peity/jquery.peity.min.js	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:43	286/286	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:49%20GMT	https://owlio.dexignzone.com/laravel/demo/vendor/apexchart/apexchart.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/vendor/apexchart/apexchart.js	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:44	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:50%20GMT	https://owlio.dexignzone.com/laravel/demo/js/dashboard/dashboard-1.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/js/dashboard/dashboard-1.js	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:44	3588/3588	---M--	200	added ('OK')	application/x-javascript	etag:%22e04-5c0b4b82a9d00%22	https://owlio.dexignzone.com/laravel/demo/public/js/dashboard/dashboard-1.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/js/dashboard/dashboard-1.js	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:44	301/301	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:50%20GMT	https://owlio.dexignzone.com/laravel/demo/vendor/lightgallery/css/lightgallery.min.css	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/vendor/lightgallery/css/lightgallery.min.css	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:45	20463/20463	---M--	200	added ('OK')	text/css	etag:%224fef-587d36d1cb380%22	https://owlio.dexignzone.com/laravel/demo/public/vendor/lightgallery/css/lightgallery.min.css	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/vendor/lightgallery/css/lightgallery.min.css	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:46	283/283	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:52%20GMT	https://owlio.dexignzone.com/laravel/demo/images/profile/profile.png	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/profile/profile.b1.delayed	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:47	18851/18851	---M--	200	added ('OK')	image/png	etag:%2249a3-5bf988f8efc00%22	https://owlio.dexignzone.com/laravel/demo/public/images/profile/profile.png	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/profile/profile.png	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:47	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:53%20GMT	https://owlio.dexignzone.com/laravel/demo/images/profile/1.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/profile/1.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:48	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:54%20GMT	https://owlio.dexignzone.com/laravel/demo/images/profile/2.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/profile/2.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:48	35697/35697	---M--	200	added ('OK')	image/jpeg	etag:%228b71-5bf988f8efc00%22	https://owlio.dexignzone.com/laravel/demo/public/images/profile/1.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/profile/1.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:48	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:55%20GMT	https://owlio.dexignzone.com/laravel/demo/images/profile/3.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/profile/3.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:49	54259/54259	---M--	200	added ('OK')	image/jpeg	etag:%22d3f3-5bf988f8efc00%22	https://owlio.dexignzone.com/laravel/demo/public/images/profile/2.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/profile/2.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:49	29552/29552	---M--	200	added ('OK')	image/jpeg	etag:%227370-5bf988f8efc00%22	https://owlio.dexignzone.com/laravel/demo/public/images/profile/3.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/profile/3.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:49	1106398/1106398	---M--	200	added ('OK')	application/x-javascript	etag:%2210e1de-5fd6312a5d200%22	https://owlio.dexignzone.com/laravel/demo/public/vendor/apexchart/apexchart.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/vendor/apexchart/apexchart.js	(from https://owlio.dexignzone.com/laravel/demo/index)
11:31:50	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:56%20GMT	https://owlio.dexignzone.com/laravel/demo/images/profile/4.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/profile/4.b9.delayed	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:51	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:57%20GMT	https://owlio.dexignzone.com/laravel/demo/images/profile/5.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/profile/5.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:52	5675/5675	---M--	200	added ('OK')	image/jpeg	etag:%22162b-5bf988f8efc00%22	https://owlio.dexignzone.com/laravel/demo/public/images/profile/5.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/profile/5.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:52	52797/52797	---M--	200	added ('OK')	image/jpeg	etag:%22ce3d-5bf988f8efc00%22	https://owlio.dexignzone.com/laravel/demo/public/images/profile/4.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/profile/4.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:52	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:58%20GMT	https://owlio.dexignzone.com/laravel/demo/images/profile/6.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/profile/6.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:53	5918/5918	---M--	200	added ('OK')	image/jpeg	etag:%22171e-5bf988f8efc00%22	https://owlio.dexignzone.com/laravel/demo/public/images/profile/6.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/profile/6.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:53	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:07:59%20GMT	https://owlio.dexignzone.com/laravel/demo/images/profile/7.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/profile/7.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:56	7028/7028	---M--	200	added ('OK')	image/jpeg	etag:%221b74-5bf988f8efc00%22	https://owlio.dexignzone.com/laravel/demo/public/images/profile/7.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/profile/7.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:31:57	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:02%20GMT	https://owlio.dexignzone.com/laravel/demo/images/profile/8.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/profile/8.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:32:01	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:07%20GMT	https://owlio.dexignzone.com/laravel/demo/images/profile/9.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/profile/9.c3.delayed	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:32:02	86168/86168	---M--	200	added ('OK')	image/jpeg	etag:%2215098-5bf988f8efc00%22	https://owlio.dexignzone.com/laravel/demo/public/images/profile/8.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/profile/8.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:32:04	59810/59810	---M--	200	added ('OK')	image/jpeg	etag:%22e9a2-5bf988f8efc00%22	https://owlio.dexignzone.com/laravel/demo/public/images/profile/9.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/profile/9.jpg	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:32:05	303/303	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:11%20GMT	https://owlio.dexignzone.com/laravel/demo/vendor/lightgallery/js/lightgallery-all.min.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/vendor/lightgallery/js/lightgallery-all.min.c5.delayed	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:32:06	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:11%20GMT	https://owlio.dexignzone.com/laravel/demo/images/logo-full.png	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/logo-full.png	(from https://owlio.dexignzone.com/laravel/demo/page-login)
11:32:06	49799/49799	---M--	200	added ('OK')	application/x-javascript	etag:%22c287-582371fb01980%22	https://owlio.dexignzone.com/laravel/demo/public/vendor/lightgallery/js/lightgallery-all.min.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/vendor/lightgallery/js/lightgallery-all.min.js	(from https://owlio.dexignzone.com/laravel/demo/app-profile)
11:32:06	5170/5170	---M--	200	added ('OK')	image/png	etag:%221432-5bc4a567a2300%22	https://owlio.dexignzone.com/laravel/demo/public/images/logo-full.png	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/logo-full.png	(from https://owlio.dexignzone.com/laravel/demo/page-login)
11:32:07	3572/3572	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2006:08:13%20GMT	https://owlio.dexignzone.com/laravel/demo/page-forgot-password	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/page-forgot-password.html	(from https://owlio.dexignzone.com/laravel/demo/page-login)
11:32:08	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:14%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/1.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/1.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:08	3435/3435	---M--	200	added ('OK')	image/jpeg	etag:%22d6b-5bf989fa6db80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/1.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/1.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:09	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:15%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/2.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/2.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:10	4554/4554	---M--	200	added ('OK')	image/jpeg	etag:%2211ca-5bf989fa6db80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/2.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/2.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:10	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:16%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/3.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/3.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:11	3806/3806	---M--	200	added ('OK')	image/jpeg	etag:%22ede-5bf989fa6db80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/3.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/3.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:11	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:17%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/4.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/4.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:12	5637/5637	---M--	200	added ('OK')	image/jpeg	etag:%221605-5bf989fa6db80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/4.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/4.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:12	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:18%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/5.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/5.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:13	4849/4849	---M--	200	added ('OK')	image/jpeg	etag:%2212f1-5bf989fa6db80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/5.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/5.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:13	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:19%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/6.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/6.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:14	4729/4729	---M--	200	added ('OK')	image/jpeg	etag:%221279-5bf989fa6db80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/6.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/6.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:14	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:20%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/7.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/7.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:14	3333/3333	---M--	200	added ('OK')	image/jpeg	etag:%22d05-5bf989fa6db80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/7.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/7.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:15	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:21%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/8.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/8.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:15	3741/3741	---M--	200	added ('OK')	image/jpeg	etag:%22e9d-5bf989fa6db80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/8.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/8.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:16	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:22%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/10.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/10.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:16	3377/3377	---M--	200	added ('OK')	image/jpeg	etag:%22d31-5bf989fa6db80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/10.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/10.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:17	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:23%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/11.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/11.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:17	3970/3970	---M--	200	added ('OK')	image/jpeg	etag:%22f82-5bf98a1521a80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/11.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/11.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:18	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:24%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/12.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/12.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:18	2936/2936	---M--	200	added ('OK')	image/jpeg	etag:%22b78-5bf9d3eaf4d80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/12.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/12.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:18	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:25%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/13.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/13.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:19	4452/4452	---M--	200	added ('OK')	image/jpeg	etag:%221164-5bf98a1339600%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/13.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/13.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:19	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:25%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/14.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/14.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:20	3650/3650	---M--	200	added ('OK')	image/jpeg	etag:%22e42-5bf98a1521a80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/14.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/14.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:20	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:26%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/15.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/15.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:21	5421/5421	---M--	200	added ('OK')	image/jpeg	etag:%22152d-5bf98a1521a80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/15.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/15.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:21	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:27%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/16.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/16.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:21	4140/4140	---M--	200	added ('OK')	image/jpeg	etag:%22102c-5bf98a1521a80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/16.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/16.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:22	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:28%20GMT	https://owlio.dexignzone.com/laravel/demo/images/users/17.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/images/users/17.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:22	3959/3959	---M--	200	added ('OK')	image/jpeg	etag:%22f77-5bf98a1521a80%22	https://owlio.dexignzone.com/laravel/demo/public/images/users/17.jpg	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/images/users/17.jpg	(from https://owlio.dexignzone.com/laravel/demo/teachers)
11:32:23	293/293	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:29%20GMT	https://owlio.dexignzone.com/laravel/demo/vendor/fullcalendar/css/main.min.css	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/vendor/fullcalendar/css/main.min.css	(from https://owlio.dexignzone.com/laravel/demo/events)
11:32:24	24939/24939	---M--	200	added ('OK')	text/css	etag:%22616b-5b8fd529fe300%22	https://owlio.dexignzone.com/laravel/demo/public/vendor/fullcalendar/css/main.min.css	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/vendor/fullcalendar/css/main.min.css	(from https://owlio.dexignzone.com/laravel/demo/events)
11:32:25	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:31%20GMT	https://owlio.dexignzone.com/laravel/demo/vendor/moment/moment.min.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/vendor/moment/moment.min.ec.delayed	(from https://owlio.dexignzone.com/laravel/demo/events)
11:32:25	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2006:08:32%20GMT	https://owlio.dexignzone.com/laravel/demo/vendor/fullcalendar/js/main.min.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/vendor/fullcalendar/js/main.min.js	(from https://owlio.dexignzone.com/laravel/demo/events)
11:32:26	53324/53324	---M--	200	added ('OK')	application/x-javascript	etag:%22d04c-58dd9fd430200%22	https://owlio.dexignzone.com/laravel/demo/public/vendor/moment/moment.min.js	F:/new_web/jitendra_project/owlio.dexignzone.com/laravel/demo/public/vendor/moment/moment.min.js	(from https://owlio.dexignzone.com/laravel/demo/events)
